PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Average_Age,Max_Age,Min_Age,Average_Fare,Max_Fare,Min_Fare,Date,Time,Children,Adolescent,Adult,OldAge
15,0,3,female,14.0,0,0,350406,7.8542,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
16,1,2,female,55.0,0,0,248706,16.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
17,0,3,male,2.0,4,1,382652,29.125,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
18,1,2,male,,0,0,244373,13.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
19,0,3,female,31.0,1,0,345763,18.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
20,1,3,female,,0,0,2649,7.225,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
21,0,2,male,35.0,0,0,239865,26.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
22,1,2,male,34.0,0,0,248698,13.0,D56,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
23,1,3,female,15.0,0,0,330923,8.0292,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
24,1,1,male,28.0,0,0,113788,35.5,A6,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
25,0,3,female,8.0,3,1,349909,21.075,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
26,1,3,female,38.0,1,5,347077,31.3875,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
27,0,3,male,,0,0,2631,7.225,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
28,0,1,male,19.0,3,2,19950,263.0,C23 C25 C27,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
29,1,3,female,,0,0,330959,7.8792,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
30,0,3,male,,0,0,349216,7.8958,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
31,0,1,male,40.0,0,0,PC 17601,27.7208,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
32,1,1,female,,1,0,PC 17569,146.5208,B78,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
33,1,3,female,,0,0,335677,7.75,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
34,0,2,male,66.0,0,0,C.A. 24579,10.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,True
35,0,1,male,28.0,1,0,PC 17604,82.1708,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
36,0,1,male,42.0,1,0,113789,52.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
37,1,3,male,,0,0,2677,7.2292,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
38,0,3,male,21.0,0,0,A./5. 2152,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
39,0,3,female,18.0,2,0,345764,18.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
40,1,3,female,14.0,1,0,2651,11.2417,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
41,0,3,female,40.0,1,0,7546,9.475,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
42,0,2,female,27.0,1,0,11668,21.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
43,0,3,male,,0,0,349253,7.8958,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
44,1,2,female,3.0,1,2,SC/Paris 2123,41.5792,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
45,1,3,female,19.0,0,0,330958,7.8792,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
46,0,3,male,,0,0,S.C./A.4. 23567,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
47,0,3,male,,1,0,370371,15.5,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
48,1,3,female,,0,0,14311,7.75,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
49,0,3,male,,2,0,2662,21.6792,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
50,0,3,female,18.0,1,0,349237,17.8,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
51,0,3,male,7.0,4,1,3101295,39.6875,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
52,0,3,male,21.0,0,0,A/4. 39886,7.8,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
53,1,1,female,49.0,1,0,PC 17572,76.7292,D33,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
54,1,2,female,29.0,1,0,2926,26.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
55,0,1,male,65.0,0,1,113509,61.9792,B30,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,True
56,1,1,male,,0,0,19947,35.5,C52,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
57,1,2,female,21.0,0,0,C.A. 31026,10.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
58,0,3,male,28.5,0,0,2697,7.2292,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
59,1,2,female,5.0,1,2,C.A. 34651,27.75,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
60,0,3,male,11.0,5,2,CA 2144,46.9,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
61,0,3,male,22.0,0,0,2669,7.2292,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
62,1,1,female,38.0,0,0,113572,80.0,B28,,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
63,0,1,male,45.0,1,0,36973,83.475,C83,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
64,0,3,male,4.0,3,2,347088,27.9,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
65,0,1,male,,0,0,PC 17605,27.7208,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
66,1,3,male,,1,1,2661,15.2458,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
67,1,2,female,29.0,0,0,C.A. 29395,10.5,F33,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
68,0,3,male,19.0,0,0,S.P. 3464,8.1583,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
69,1,3,female,17.0,4,2,3101281,7.925,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
70,0,3,male,26.0,2,0,315151,8.6625,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
71,0,2,male,32.0,0,0,C.A. 33111,10.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
72,0,3,female,16.0,5,2,CA 2144,46.9,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
73,0,2,male,21.0,0,0,S.O.C. 14879,73.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
74,0,3,male,26.0,1,0,2680,14.4542,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
75,1,3,male,32.0,0,0,1601,56.4958,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
76,0,3,male,25.0,0,0,348123,7.65,F G73,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
77,0,3,male,,0,0,349208,7.8958,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
78,0,3,male,,0,0,374746,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
79,1,2,male,0.83,0,2,248738,29.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
80,1,3,female,30.0,0,0,364516,12.475,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
81,0,3,male,22.0,0,0,345767,9.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
82,1,3,male,29.0,0,0,345779,9.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
83,1,3,female,,0,0,330932,7.7875,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
84,0,1,male,28.0,0,0,113059,47.1,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
85,1,2,female,17.0,0,0,SO/C 14885,10.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
86,1,3,female,33.0,3,0,3101278,15.85,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
87,0,3,male,16.0,1,3,W./C. 6608,34.375,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
88,0,3,male,,0,0,SOTON/OQ 392086,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
89,1,1,female,23.0,3,2,19950,263.0,C23 C25 C27,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
90,0,3,male,24.0,0,0,343275,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
91,0,3,male,29.0,0,0,343276,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
92,0,3,male,20.0,0,0,347466,7.8542,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
93,0,1,male,46.0,1,0,W.E.P. 5734,61.175,E31,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
94,0,3,male,26.0,1,2,C.A. 2315,20.575,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
95,0,3,male,59.0,0,0,364500,7.25,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
96,0,3,male,,0,0,374910,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
97,0,1,male,71.0,0,0,PC 17754,34.6542,A5,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,True
98,1,1,male,23.0,0,1,PC 17759,63.3583,D10 D12,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
99,1,2,female,34.0,0,1,231919,23.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
100,0,2,male,34.0,1,0,244367,26.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
101,0,3,female,28.0,0,0,349245,7.8958,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
102,0,3,male,,0,0,349215,7.8958,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
103,0,1,male,21.0,0,1,35281,77.2875,D26,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
104,0,3,male,33.0,0,0,7540,8.6542,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
105,0,3,male,37.0,2,0,3101276,7.925,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
106,0,3,male,28.0,0,0,349207,7.8958,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
107,1,3,female,21.0,0,0,343120,7.65,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
108,1,3,male,,0,0,312991,7.775,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
109,0,3,male,38.0,0,0,349249,7.8958,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
110,1,3,female,,1,0,371110,24.15,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
111,0,1,male,47.0,0,0,110465,52.0,C110,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
112,0,3,female,14.5,1,0,2665,14.4542,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
113,0,3,male,22.0,0,0,324669,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
114,0,3,female,20.0,1,0,4136,9.825,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
115,0,3,female,17.0,0,0,2627,14.4583,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
116,0,3,male,21.0,0,0,STON/O 2. 3101294,7.925,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
117,0,3,male,70.5,0,0,370369,7.75,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,True
118,0,2,male,29.0,1,0,11668,21.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
119,0,1,male,24.0,0,1,PC 17558,247.5208,B58 B60,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
120,0,3,female,2.0,4,2,347082,31.275,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
121,0,2,male,21.0,2,0,S.O.C. 14879,73.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
122,0,3,male,,0,0,A4. 54510,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
123,0,2,male,32.5,1,0,237736,30.0708,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
124,1,2,female,32.5,0,0,27267,13.0,E101,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
125,0,1,male,54.0,0,1,35281,77.2875,D26,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
126,1,3,male,12.0,1,0,2651,11.2417,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
127,0,3,male,,0,0,370372,7.75,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
128,1,3,male,24.0,0,0,C 17369,7.1417,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
129,1,3,female,,1,1,2668,22.3583,F E69,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
130,0,3,male,45.0,0,0,347061,6.975,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
131,0,3,male,33.0,0,0,349241,7.8958,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
132,0,3,male,20.0,0,0,SOTON/O.Q. 3101307,7.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
133,0,3,female,47.0,1,0,A/5. 3337,14.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
134,1,2,female,29.0,1,0,228414,26.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
135,0,2,male,25.0,0,0,C.A. 29178,13.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
136,0,2,male,23.0,0,0,SC/PARIS 2133,15.0458,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
137,1,1,female,19.0,0,2,11752,26.2833,D47,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
138,0,1,male,37.0,1,0,113803,53.1,C123,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
139,0,3,male,16.0,0,0,7534,9.2167,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
140,0,1,male,24.0,0,0,PC 17593,79.2,B86,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
141,0,3,female,,0,2,2678,15.2458,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
142,1,3,female,22.0,0,0,347081,7.75,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
143,1,3,female,24.0,1,0,STON/O2. 3101279,15.85,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
144,0,3,male,19.0,0,0,365222,6.75,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
145,0,2,male,18.0,0,0,231945,11.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
146,0,2,male,19.0,1,1,C.A. 33112,36.75,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
147,1,3,male,27.0,0,0,350043,7.7958,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
148,0,3,female,9.0,2,2,W./C. 6608,34.375,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
149,0,2,male,36.5,0,2,230080,26.0,F2,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
150,0,2,male,42.0,0,0,244310,13.0,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
151,0,2,male,51.0,0,0,S.O.P. 1166,12.525,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
152,1,1,female,22.0,1,0,113776,66.6,C2,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
153,0,3,male,55.5,0,0,A.5. 11206,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
154,0,3,male,40.5,0,2,A/5. 851,14.5,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
155,0,3,male,,0,0,Fa 265302,7.3125,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
156,0,1,male,51.0,0,1,PC 17597,61.3792,,C,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
157,1,3,female,16.0,0,0,35851,7.7333,,Q,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
158,0,3,male,30.0,0,0,SOTON/OQ 392090,8.05,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
159,0,3,male,,0,0,315037,8.6625,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
160,0,3,male,,8,2,CA. 2343,69.55,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
161,0,3,male,44.0,0,1,371362,16.1,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
162,1,2,female,40.0,0,0,C.A. 33595,15.75,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
163,0,3,male,26.0,0,0,347068,7.775,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
164,0,3,male,17.0,0,0,315093,8.6625,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,True,False,False
165,0,3,male,1.0,4,1,3101295,39.6875,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
166,1,3,male,9.0,0,2,363291,20.525,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,True,False,False,False
167,1,1,female,,0,1,113505,55.0,E33,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
168,0,3,female,45.0,1,4,347088,27.9,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
169,0,1,male,,0,0,PC 17318,25.925,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,False,False
170,0,3,male,28.0,0,0,1601,56.4958,,S,29.69911764705882,80.0,0.42,32.2,512.3292,0.0,2024-11-10,07:38:16 AM,False,False,True,False
